180,65.032618
179.859889,64.993694
179.525028,64.794556
179.293333,64.783722
179.128333,64.75375
178.771583,64.619583
178.544944,64.560389
178.514917,64.582944
178.645028,64.588722
178.850694,64.658333
178.758278,64.677083
178.581667,64.649556
178.26325,64.632028
178.240833,64.639167
178.330806,64.639139
178.310056,64.660417
178.136583,64.666222
178.009944,64.637056
178.030889,64.663306
177.991667,64.680417
177.703361,64.688722
177.665806,64.698306
177.608306,64.758722
177.527472,64.76
177.560778,64.7775
177.546667,64.79875
177.455028,64.792889
177.404139,64.814972
177.498278,64.82125
177.539194,64.844972
177.489139,64.855861
177.521583,64.926222
177.503333,64.910389
177.273306,64.917111
177.264056,64.834139
177.342444,64.808306
177.073278,64.752889
177.036611,64.780417
176.96575,64.781639
176.964222,64.817472
176.916556,64.835417
176.829917,64.821194
176.789889,64.842083
176.684972,64.85375
176.551694,64.797056
176.449917,64.793722
176.438389,64.847083
176.241722,64.884556
176.213306,64.907083
176.126639,64.910417
176.100806,64.924972
176.118306,64.93875
176.058278,64.937861
175.914167,64.8675
175.924111,64.836639
175.889056,64.8125
175.728361,64.749611
175.674917,64.747944
175.594917,64.775417
175.363306,64.735417
175.250028,64.744556
175.142556,64.722444
175.336639,64.702861
175.528278,64.745417
175.699917,64.732944
175.845,64.761222
175.861611,64.782889
175.94,64.799528
175.965833,64.830833
176.004222,64.834944
176.003333,64.887889
176.056583,64.898722
176.221611,64.879611
176.244139,64.822472
176.284056,64.81
176.367389,64.711639
176.408222,64.707889
176.439111,64.683306
176.359889,64.639583
176.263306,64.634583
176.182528,64.608333
176.147528,64.560833
176.084083,64.532472
176.049083,64.473333
176.071611,64.447083
176.145778,64.476667
176.154056,64.55
176.239139,64.605833
176.368306,64.597917
176.440833,64.621667
176.481639,64.667917
176.538278,64.668722
176.679111,64.624167
176.758278,64.53375
176.835806,64.5575
176.864111,64.594972
177.086583,64.707917
177.226722,64.70625
177.351583,64.752889
177.508278,64.741278
177.534083,64.731667
177.479222,64.659139
177.495889,64.631611
177.450861,64.608278
177.409083,64.514167
177.497556,64.396667
177.605833,64.349139
177.617389,64.326639
177.626639,64.339611
177.65325,64.332056
177.836667,64.236194
177.984972,64.202056
178.214972,64.186222
178.1175,64.226667
178.251611,64.274583
178.330778,64.325861
178.259972,64.406222
178.235833,64.379194
178.234028,64.433333
178.649167,64.024972
178.582417,64.033306
178.607444,64.045778
178.586611,64.061222
178.528333,64.061222
178.481667,64.030361
178.41825,64.03375
178.383278,64.004556
178.421611,64.027889
178.452472,64.024167
178.390028,63.99625
178.249944,63.979556
178.209083,63.946611
178.309972,63.947056
178.363306,63.98625
178.396611,63.982889
178.445,64.002861
178.480806,63.975
178.434972,63.981278
178.388333,63.967944
178.426583,63.977083
178.490028,63.965389
178.528278,63.977083
178.653278,63.949583
178.661556,63.925389
178.663333,63.935389
178.696722,63.927889
178.654944,64.012889
178.757417,63.815833
178.797444,63.605806
178.761694,63.637889
178.653278,63.657056
178.639917,63.672028
178.619139,63.656667
178.645806,63.631667
178.744972,63.622917
178.780889,63.598306
178.767417,63.58
178.756556,63.602889
178.663306,63.569556
178.591611,63.634556
178.544167,63.629139
178.547444,63.590806
178.509111,63.58
178.636583,63.57625
178.651639,63.557889
178.733278,63.563722
178.736722,63.550389
178.672389,63.543361
178.670833,63.523306
178.743306,63.545417
178.747472,63.514972
178.797444,63.5
178.704139,63.4825
178.764972,63.480389
178.759917,63.456222
178.745028,63.467056
178.716611,63.45625
178.680876,63.468505
178.676611,63.492917
178.635806,63.4825
178.67075,63.478333
178.732556,63.405833
178.783306,63.412028
178.780028,63.400389
178.731694,63.39125
178.694889,63.425417
178.659083,63.419972
178.654972,63.399556
178.619194,63.405
178.716556,63.374556
178.843333,63.413722
178.894111,63.414139
178.860861,63.414139
178.800778,63.5125
178.801611,63.596222
178.872472,63.449167
179.055833,63.281639
178.911639,63.391222
178.84075,63.380028
178.835722,63.349111
178.894111,63.324139
178.896639,63.302889
178.921611,63.328722
178.965056,63.324556
178.982389,63.281667
179.091667,63.260417
179.066722,63.284556
179.111639,63.247889
179.134972,63.243694
179.128361,63.255389
179.1825,63.228333
179.179139,63.225806
179.219944,63.230389
179.293333,63.20875
179.447528,63.12
179.4625,63.057472
179.428333,63.047056
179.358333,63.062111
179.329111,63.051639
179.266194,62.986028
179.275778,62.957472
179.349917,62.881222
179.511667,62.867083
179.559222,62.84
179.574194,62.774139
179.622556,62.727444
179.5975,62.624972
179.501667,62.610417
179.457528,62.588333
179.414083,62.498306
179.353389,62.474583
179.21,62.49125
179.137417,62.455833
179.114139,62.420833
179.184056,62.391639
179.145778,62.350833
179.184194,62.314139
179.148333,62.285389
179.085,62.27375
178.996639,62.342083
178.309917,62.458722
178.161556,62.490417
178.078222,62.531222
177.526639,62.55875
177.034167,62.530833
177.162472,62.548361
177.114972,62.546222
176.893306,62.514583
177.030889,62.533278
176.538306,62.417083
176.286722,62.297056
176.016639,62.25875
175.701639,62.191278
175.44,62.115417
175.284972,62.052083
175.434139,62.120833
175.351611,62.111278
175.315,62.091222
175.261639,62.122889
175.294194,62.063306
175.211611,62.010389
174.953306,61.957917
174.77,61.894556
174.849139,61.934139
174.795,61.949583
174.738361,61.939556
174.704944,61.965389
174.629972,61.976222
174.7625,61.8925
174.72,61.852917
174.625,61.831222
174.596667,61.844583
174.612556,61.829972
174.584972,61.820417
174.486639,61.806222
174.433389,61.820417
174.344917,61.811194
174.430833,61.823333
174.414972,61.847111
174.380028,61.847861
174.336611,61.807056
174.138306,61.777111
174.232472,61.806639
174.093306,61.847056
174.074944,61.835389
174.05,61.842889
174.089139,61.820806
174.007472,61.810833
174.032556,61.778278
174.064944,61.764611
174.135861,61.775
174.030722,61.742472
173.990056,61.698722
173.914972,61.693722
173.836667,61.645389
173.816583,61.67375
173.708194,61.701222
173.641611,61.74125
173.525,61.724556
173.531667,61.750389
173.490833,61.714139
173.519222,61.727472
173.4925,61.707472
173.512417,61.649972
173.474139,61.639139
173.509194,61.555
173.460028,61.527889
173.431639,61.542056
173.370028,61.54125
173.320056,61.515417
173.334194,61.4825
173.271722,61.432056
